InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,90.72,2179.0,10.38,19.41
0,94.64,2066.0,16.28,4.12
1,95.93,2418.0,7.28,18.16
0,96.52,2216.0,7.14,14.75
0,91.37,2144.0,4.2,19.82
1,96.11,2137.0,5.49,16.97
0,98.18,2303.0,14.03,11.38
0,96.01,2432.0,8.18,12.97
0,94.52,2505.0,10.43,18.68
0,94.41,2265.0,12.72,17.99
1,88.63,2367.0,3.91,17.57
0,86.41,1847.0,11.49,9.63
0,92.67,2303.0,8.22,20.84
0,95.04,2138.0,18.53,4.47
0,94.65,2091.0,15.12,-2.67
0,97.16,2323.0,13.89,13.73
0,95.27,2215.0,11.16,16.17
0,93.69,2169.0,12.19,11.98
1,93.81,2461.0,6.12,15.4
0,95.72,2178.0,15.39,3.54
1,91.6,2358.0,13.44,14.08
0,89.34,2059.0,8.67,15.81
1,86.8,1762.0,9.59,8.33
0,94.63,2459.0,3.98,16.52
1,89.07,2119.0,14.72,8.01
0,92.03,2472.0,8.07,15.8
0,94.94,2407.0,2.39,17.72
1,98.9,2315.0,18.53,9.86
1,94.1,1874.0,15.59,7.85
0,92.17,2077.0,9.57,15.73
1,92.68,2347.0,12.3,19.5
0,88.39,2042.0,12.33,17.03
0,95.11,2268.0,8.25,16.85
0,98.74,2535.0,9.1,17.69
0,96.01,2485.0,6.62,19.01
0,94.0,2365.0,12.73,19.49
0,95.85,2535.0,4.63,17.47
1,93.96,2036.0,7.16,11.52
0,91.32,2294.0,11.64,10.17
1,95.49,2505.0,18.46,14.6
1,89.84,1911.0,5.24,13.74
0,94.51,2464.0,9.84,16.2
1,93.1,2272.0,13.99,15.5
0,94.4,2233.0,11.52,12.2
1,95.27,2142.0,19.46,5.24
1,90.98,2082.0,16.12,13.49
0,98.48,2062.0,4.8,17.02
1,91.41,2022.0,12.04,14.29
0,89.01,1798.0,16.19,7.03
1,61.17,1681.0,9.5,16.05
0,94.46,2224.0,16.7,4.47
0,94.34,2168.0,11.78,16.23
0,91.69,2464.0,1.49,21.59
0,93.52,2011.0,17.07,11.44
1,97.33,2583.0,2.06,15.9
1,98.28,2562.0,12.27,18.39
0,89.69,2239.0,-2.41,20.07
0,91.17,2269.0,-3.08,18.76
0,95.09,2095.0,4.85,16.43
0,94.72,2167.0,16.39,11.86
0,97.36,2347.0,18.72,5.77
0,98.84,2387.0,6.54,15.64
1,94.26,2125.0,17.2,8.03
0,96.79,2147.0,12.47,8.06
0,94.3,2279.0,6.5,15.82
0,92.09,2238.0,4.01,20.07
0,101.3,2578.0,10.97,19.71
0,94.91,2331.0,5.48,20.96
1,93.95,2242.0,2.89,14.43
1,95.87,2319.0,6.6,16.58
0,93.31,2274.0,13.26,8.01
0,94.25,2026.0,5.27,11.03
0,97.23,2415.0,3.1,18.21
0,91.13,2194.0,7.16,18.45
0,96.89,2132.0,10.96,9.84
0,93.19,2532.0,6.9,21.59
1,90.13,1971.0,13.8,2.32
0,87.88,2101.0,12.0,17.09
0,94.23,2710.0,4.93,13.86
0,93.47,2245.0,16.3,10.57
0,93.46,2038.0,11.99,14.34
0,95.63,2170.0,6.88,16.74
0,96.3,2217.0,8.07,16.05
0,94.04,2232.0,10.64,15.25
1,96.3,2071.0,17.59,6.84
1,92.67,2270.0,10.99,14.89
0,89.25,2071.0,11.8,4.78
1,92.58,2306.0,11.26,17.65
1,94.89,2385.0,12.23,15.22
1,90.51,2157.0,6.72,15.38
1,95.72,2203.0,8.63,16.08
0,96.39,2259.0,1.99,14.65
0,92.67,1886.0,15.94,-0.14
0,94.84,2274.0,7.88,17.41
0,96.48,2302.0,12.37,16.91
0,92.68,2068.0,8.86,17.7
0,91.73,2246.0,1.98,17.7
0,95.52,2089.0,10.2,14.88
0,93.85,2305.0,17.1,16.45
0,95.5,2215.0,11.59,16.45
0,94.63,2409.0,-0.34,6.91
0,92.17,2241.0,12.1,13.85
1,95.72,2765.0,11.06,20.22
0,97.83,2106.0,7.34,15.37
0,93.63,1977.0,5.3,15.95
1,93.99,2287.0,14.31,17.24
0,93.53,1982.0,14.52,6.94
0,90.87,2238.0,14.76,13.99
0,92.81,2337.0,11.99,16.62
0,95.47,2235.0,13.58,14.34
0,98.39,2320.0,16.97,5.91
0,91.69,2322.0,1.01,18.94
0,95.29,2353.0,14.34,13.81
0,93.25,1915.0,12.63,12.85
0,92.9,2361.0,1.03,21.19
0,95.71,2380.0,9.43,19.03
0,89.41,2025.0,11.24,11.63
1,90.85,2362.0,0.82,15.82
0,94.14,2358.0,13.92,14.67
0,94.28,2371.0,4.9,18.75
1,94.99,1974.0,17.58,10.3
0,90.98,2506.0,7.34,19.36
0,86.36,2057.0,15.54,13.74
0,89.66,1943.0,12.7,14.42
0,89.43,2229.0,4.62,14.88
0,93.21,2213.0,2.1,14.2
1,96.51,2271.0,16.29,8.86
1,93.81,2376.0,-5.05,12.09
1,96.75,2094.0,11.97,16.46
1,93.65,2068.0,17.13,8.44
1,93.84,2276.0,10.21,11.7
0,86.52,1834.0,12.77,9.65
0,94.15,2128.0,4.06,15.9
0,97.24,2149.0,21.94,1.11
1,98.6,2346.0,16.23,3.34
1,94.24,1948.0,4.68,19.5
1,93.78,2355.0,13.48,18.27
0,91.11,2166.0,12.64,12.78
0,93.1,2285.0,-1.79,18.16
0,98.24,2483.0,6.21,18.17
1,92.02,2250.0,4.52,19.33
0,96.2,2525.0,8.07,10.88
0,95.33,2047.0,6.23,17.57
0,92.85,2189.0,6.67,7.83
0,95.86,2220.0,8.31,10.99
0,92.85,1851.0,8.53,14.22
0,96.87,2329.0,13.67,12.51
0,94.52,2420.0,13.46,18.33
0,96.86,2114.0,7.71,11.71
1,88.29,1941.0,7.18,8.04
0,94.58,2216.0,3.84,17.93
1,98.65,2449.0,16.46,9.5
0,92.76,2165.0,9.18,16.49
0,93.04,2178.0,2.12,16.77
1,94.61,2349.0,10.92,18.23
1,92.7,2442.0,6.11,14.19
0,95.55,2099.0,6.77,19.29
1,93.65,2224.0,-3.91,5.55
0,92.43,2264.0,14.82,11.96
1,97.85,2136.0,6.09,15.92
1,97.4,2189.0,10.79,15.0
0,93.01,2226.0,6.77,16.8
0,92.78,2249.0,1.95,19.24
0,95.96,2414.0,2.83,19.13
0,92.55,2034.0,4.53,12.96
1,91.07,1991.0,4.93,18.42
0,90.59,2236.0,9.24,18.9
0,93.0,2242.0,5.53,17.22
0,95.02,2277.0,9.08,14.24
0,94.19,2173.0,10.52,14.68
0,99.19,2506.0,4.76,20.97
0,92.86,2170.0,4.58,16.91
0,93.66,2505.0,2.71,20.41
1,91.99,2319.0,-0.11,15.79
0,91.2,2095.0,14.59,6.16
0,96.08,2085.0,4.23,15.67
0,93.18,2329.0,-2.08,15.99
0,97.24,2283.0,14.35,11.07
0,93.04,2409.0,9.54,21.4
0,93.82,2216.0,5.48,17.51
1,93.75,2179.0,5.81,17.98
0,97.09,2205.0,10.07,15.14
1,97.36,2065.0,16.98,7.73
1,99.07,1997.0,15.75,7.97
1,91.48,2054.0,15.41,7.02
1,91.84,2722.0,3.06,15.34
0,94.0,2408.0,8.67,18.38
0,95.04,2201.0,7.62,18.73
0,92.88,2196.0,3.69,15.45
0,96.71,2066.0,11.32,13.0
0,94.69,2320.0,11.9,15.92
1,91.99,2034.0,14.53,7.65
0,95.6,2215.0,14.89,13.61
0,95.18,2477.0,7.67,15.93
0,91.27,2334.0,12.71,17.19
0,96.95,2434.0,18.85,7.65
1,96.35,2270.0,20.98,2.91
0,94.55,2260.0,10.58,13.44
0,91.98,2189.0,8.5,7.1
0,93.04,2217.0,4.33,17.96
1,93.23,2305.0,3.92,10.94
1,91.95,2010.0,14.24,5.51
0,97.04,2521.0,-1.84,18.54
1,92.36,2162.0,5.08,18.2
0,94.38,2028.0,11.44,15.96
0,92.65,2556.0,13.48,13.49
0,93.42,2155.0,-0.16,14.02
0,97.31,2186.0,18.22,3.34
0,90.98,2436.0,14.52,12.34
0,94.95,2513.0,2.78,20.64
0,93.89,2203.0,7.92,18.89
0,88.48,2251.0,-0.41,15.35
1,98.54,2132.0,15.56,5.28
1,93.37,1945.0,16.89,8.84
1,97.19,2212.0,15.44,8.21
1,95.84,2504.0,7.48,16.16
1,95.58,2078.0,1.0,14.66
0,95.26,2400.0,7.18,20.93
0,94.49,2514.0,13.73,11.15
0,94.86,2200.0,13.89,18.02
1,91.76,2221.0,3.73,12.34
0,90.59,2221.0,6.72,17.85
1,92.96,2086.0,13.94,13.74
0,92.26,2060.0,12.5,15.29
0,94.61,2422.0,4.06,20.39
0,95.2,2600.0,-0.86,17.78
0,94.07,2158.0,12.09,14.9
0,94.39,2345.0,-0.44,17.43
0,92.92,2291.0,10.04,18.14
0,93.26,2059.0,16.05,8.39
1,96.15,2262.0,9.05,17.1
0,84.36,1986.0,18.93,3.51
0,89.47,2047.0,18.66,-0.82
0,96.4,2893.0,11.27,20.45
0,95.53,2498.0,4.91,15.23
1,90.75,1998.0,17.36,0.9
0,92.66,2178.0,13.33,18.54
1,92.09,2307.0,13.35,14.05
1,94.13,2312.0,15.28,13.02
0,92.45,2639.0,3.39,19.64
0,88.1,2313.0,8.44,17.51
0,92.46,1870.0,7.94,14.43
0,94.35,2277.0,12.03,13.3
0,97.2,2834.0,10.97,9.08
0,96.66,2185.0,12.67,14.74
0,93.43,1922.0,18.62,6.26
0,93.66,2232.0,9.61,19.52
0,95.57,2338.0,4.59,18.31
0,96.5,2431.0,3.6,17.65
0,91.54,2352.0,8.18,0.85
0,96.73,2630.0,5.67,20.9
1,92.78,1865.0,15.06,-0.57
0,90.14,2334.0,2.13,21.1
0,92.66,2312.0,7.15,18.8
0,93.23,2146.0,11.23,16.06
0,90.77,2431.0,17.12,13.42
0,95.58,2143.0,16.69,3.74
0,92.0,2257.0,8.32,16.72
0,93.4,2477.0,6.7,14.01
0,89.73,1888.0,15.63,13.41
1,97.6,2170.0,14.46,15.65
0,93.16,2088.0,9.97,15.68
0,96.65,2347.0,17.88,1.1
0,95.05,2138.0,9.02,17.0
1,94.11,2458.0,-1.46,9.72
0,97.96,2096.0,6.09,16.42
0,93.11,2424.0,10.79,19.77
0,93.67,2105.0,6.66,14.87
0,94.69,2266.0,9.31,17.24
1,93.69,2167.0,11.22,16.29
1,95.48,2245.0,14.63,13.27
0,96.27,2231.0,6.74,11.07
0,94.04,2243.0,6.12,17.1
1,95.31,2367.0,-0.82,12.84
1,95.32,2214.0,16.54,6.72
1,94.6,2303.0,11.74,16.77
1,92.17,2193.0,10.13,16.07
0,91.96,2440.0,15.36,17.51
0,91.24,2139.0,6.89,13.25
0,94.01,2025.0,6.69,16.86
0,96.82,2330.0,9.68,13.78
1,93.33,2206.0,3.82,17.59
0,94.6,2241.0,12.6,15.49
0,96.61,2023.0,8.26,16.48
0,94.73,2633.0,3.14,22.77
0,96.49,2245.0,5.73,17.13
1,94.95,2295.0,10.82,18.06
0,94.4,2328.0,-2.57,4.37
1,92.25,2201.0,11.02,12.27
0,92.54,2187.0,5.23,17.75
0,93.77,2278.0,0.71,15.38
0,94.01,2336.0,1.68,8.87
0,97.08,2272.0,18.1,4.45
0,93.24,2424.0,10.14,19.1
0,95.07,1924.0,14.64,-1.6
0,95.64,1865.0,19.1,9.88
1,95.84,2095.0,5.25,18.12
1,93.13,2228.0,6.74,14.1
0,92.37,2056.0,1.69,16.26
0,91.74,1918.0,3.93,14.74
1,91.58,2072.0,8.51,6.99
0,96.05,2459.0,7.86,18.59
0,93.99,2292.0,9.91,16.17
0,95.53,2424.0,9.18,15.72
1,91.53,2241.0,13.65,6.03
0,94.32,1964.0,17.94,6.99
0,93.28,2633.0,3.74,18.89
0,89.18,2294.0,2.13,17.91
0,96.55,2244.0,15.83,14.45
0,96.22,2252.0,18.1,10.62
0,90.37,2003.0,13.33,6.84
1,90.89,2457.0,2.76,23.27
0,96.0,2084.0,6.81,17.75
0,96.28,2560.0,10.55,16.7
1,96.69,2312.0,10.48,19.83
0,95.32,2280.0,5.01,16.79
1,99.42,2434.0,14.97,12.48
0,93.71,2050.0,2.69,17.52
1,92.24,2128.0,3.33,18.85
0,97.58,2307.0,17.4,12.59
0,96.36,2001.0,18.38,8.81
1,89.04,2071.0,15.37,13.14
0,89.24,2207.0,10.28,17.53
0,98.08,2693.0,11.83,20.48
0,94.52,2222.0,6.3,19.14
1,89.11,2007.0,15.87,-1.5
0,94.18,2448.0,3.07,10.68
0,92.54,1875.0,14.99,4.54
0,95.51,2077.0,9.22,6.63
1,93.76,2151.0,8.13,9.04
0,94.27,2456.0,1.07,16.01
1,98.57,2364.0,4.77,15.28
0,98.68,2563.0,9.68,22.65
0,93.01,2203.0,7.52,18.87
1,92.34,2378.0,4.23,6.5
0,91.61,2070.0,13.42,9.65
1,93.05,2561.0,4.96,15.23
0,93.6,2241.0,19.09,13.26
0,93.83,2407.0,14.09,15.59
0,93.84,1820.0,15.74,8.15
1,96.12,2700.0,11.31,20.19
0,96.16,2439.0,10.23,14.12
0,98.38,2330.0,13.05,14.54
0,95.51,2321.0,10.13,19.17
0,96.57,2116.0,8.95,12.18
0,95.88,2348.0,8.23,12.47
0,92.63,1867.0,15.2,-1.11
0,94.2,2186.0,12.58,16.92
0,99.17,2504.0,15.61,13.53
0,95.8,2413.0,12.29,16.22
0,87.59,2222.0,13.23,14.08
0,92.53,2198.0,14.18,11.92
0,92.46,2192.0,3.04,19.67
0,92.47,2204.0,4.28,7.56
0,96.0,2168.0,8.14,17.71
0,95.98,2131.0,6.44,16.76
0,93.03,2310.0,10.48,13.87
0,94.56,2395.0,0.02,14.19
0,92.92,2149.0,13.34,9.63
0,96.24,2345.0,7.17,14.34
0,93.43,1937.0,0.49,11.77
1,94.28,2270.0,10.66,13.56
1,97.36,2211.0,15.39,8.01
0,95.74,2049.0,15.77,13.28
0,97.1,2484.0,5.99,16.92
1,90.88,2045.0,10.12,15.94
1,95.05,2097.0,14.68,6.84
1,96.01,2172.0,13.89,10.49
0,95.66,2572.0,6.36,17.71
1,95.3,2312.0,13.54,12.79
0,93.75,2308.0,9.08,20.8
0,95.42,2410.0,10.57,15.94
0,96.36,2219.0,17.62,6.74
0,86.6,2049.0,10.95,15.26
0,92.48,2147.0,-3.82,4.89
0,93.87,2428.0,7.51,15.37
0,88.57,2159.0,7.43,10.85
0,93.36,2266.0,10.5,16.96
0,92.87,2438.0,12.43,17.12
0,93.22,1906.0,15.41,-3.59
0,94.88,2064.0,3.84,18.23
1,97.27,2291.0,16.41,10.02
1,95.8,1938.0,18.46,10.39
0,93.88,2293.0,0.79,18.14
1,95.98,2365.0,9.52,19.25
0,96.32,2313.0,14.76,10.38
0,93.73,1801.0,17.76,-1.72
0,92.12,2355.0,8.8,19.39
0,97.33,2357.0,8.59,17.12
0,91.26,2168.0,4.2,19.53
0,89.67,1939.0,14.99,5.88
1,95.88,2149.0,3.01,16.37
1,94.0,2158.0,14.22,12.25
0,92.72,2107.0,12.73,14.15
1,97.1,2229.0,14.8,10.36
1,91.94,2244.0,9.47,16.19
0,96.88,2196.0,7.12,15.32
0,95.04,2460.0,4.15,19.42
0,94.5,2088.0,5.14,13.85
0,95.79,2153.0,15.89,8.0
1,95.3,2388.0,10.59,11.83
0,93.45,2313.0,10.3,16.27
1,97.13,1923.0,17.26,8.55
0,93.98,2285.0,2.65,15.34
0,92.98,2539.0,5.87,9.12
1,93.18,2519.0,8.04,18.33
0,98.0,2261.0,8.41,15.83
0,93.48,2196.0,17.05,7.34
0,94.92,2081.0,6.13,14.34
1,92.91,2130.0,3.53,17.54
1,96.33,2098.0,11.58,15.36
0,95.87,2023.0,9.65,16.54
1,95.53,2465.0,5.5,19.13
0,93.91,2510.0,6.28,19.21
0,94.85,2072.0,15.92,19.83
1,94.21,2364.0,7.39,14.98
0,97.8,2285.0,5.2,20.66
0,89.74,2014.0,9.12,14.44
1,87.18,1879.0,13.12,12.04
0,91.71,2417.0,1.25,19.0
0,90.72,2198.0,14.48,12.02
0,95.65,2227.0,3.38,15.03
0,97.49,2365.0,4.4,17.02
0,94.55,2254.0,12.53,15.2
1,91.57,2329.0,11.45,8.4
1,90.55,2044.0,11.29,17.9
0,92.36,2171.0,6.39,19.73
0,94.66,2321.0,2.4,14.35
1,91.38,2172.0,18.38,11.46
0,93.71,2020.0,4.3,18.04
0,90.78,2161.0,16.22,13.94
0,99.73,2413.0,17.36,13.2
0,94.51,1955.0,2.64,17.81
0,93.07,2076.0,2.67,16.48
1,97.19,2438.0,17.03,14.19
1,92.57,2284.0,11.04,14.17
0,93.72,2329.0,10.62,18.0
0,94.75,1814.0,13.63,11.31
0,94.93,2207.0,9.95,15.27
0,94.64,2214.0,14.94,10.58
0,96.5,2499.0,6.18,18.42
0,92.34,2290.0,15.53,16.62
0,94.1,2299.0,13.76,13.26
0,61.86,1563.0,0.02,13.0
0,94.85,2157.0,3.58,14.68
0,93.09,2213.0,14.42,14.32
0,94.75,2438.0,3.05,15.34
0,94.42,2302.0,4.89,15.08
0,92.13,2311.0,12.77,5.63
0,90.02,2097.0,15.79,11.35
0,94.67,2500.0,12.13,6.77
0,94.63,2260.0,4.83,15.43
1,93.72,2378.0,10.06,19.57
0,93.98,2099.0,14.87,6.35
0,93.23,2232.0,4.24,13.43
1,91.23,2481.0,9.03,6.64
0,92.61,1933.0,16.46,-0.45
1,94.47,2263.0,13.1,13.53
0,93.38,2156.0,4.68,14.69
0,91.36,2291.0,18.91,10.75
1,97.26,2278.0,5.6,19.26
0,95.31,2363.0,5.9,16.5
0,91.25,2348.0,15.49,9.69
0,94.6,2294.0,7.3,15.44
1,91.59,2181.0,13.88,4.95
0,97.47,2498.0,10.26,21.11
0,90.47,2497.0,10.82,16.98
0,92.8,2264.0,4.66,20.99
0,93.62,2196.0,7.95,16.81
0,95.21,2116.0,7.56,20.86
1,92.42,2056.0,13.39,6.78
0,94.35,2575.0,5.74,11.84
0,98.74,2537.0,4.2,17.74
1,97.88,2486.0,7.32,13.38
0,92.72,1946.0,12.48,15.28
0,93.94,2350.0,4.8,15.34
1,96.11,2204.0,15.43,12.04
0,97.5,2401.0,7.51,16.49
1,93.22,2512.0,8.91,3.89
0,98.41,2431.0,12.96,16.7
1,89.68,2280.0,15.36,8.6
0,89.39,2174.0,13.45,14.57
0,94.54,2372.0,6.57,18.22
0,95.94,2510.0,6.89,14.98
0,92.69,2087.0,2.9,20.22
1,92.82,2010.0,15.44,16.11
1,91.84,2233.0,18.09,7.44
0,96.93,1797.0,8.12,14.86
0,98.22,2374.0,8.77,16.76
0,92.91,2436.0,6.18,17.36
0,90.13,1969.0,17.08,2.86
1,94.72,2438.0,8.43,19.57
0,92.42,2010.0,14.17,8.17
0,92.35,2186.0,16.78,11.65
0,95.88,2426.0,0.18,15.86
1,94.29,2152.0,9.65,16.75
1,90.21,1894.0,7.89,14.25
0,93.55,2322.0,3.38,19.58
1,91.88,1987.0,16.71,7.92
0,96.07,2163.0,11.36,16.13
1,95.24,2009.0,16.81,8.96
1,91.83,2391.0,6.32,17.13
0,94.2,2287.0,8.6,13.73
0,91.76,2326.0,5.33,18.11
1,95.5,2031.0,10.79,13.75
0,95.78,2089.0,16.84,4.36
0,95.78,2302.0,8.62,13.84
0,97.01,2274.0,8.64,17.74
1,94.8,2388.0,8.89,14.36
0,94.78,2318.0,3.92,16.08
0,96.87,2378.0,12.29,17.43
0,93.92,2378.0,-0.46,15.86
1,92.07,1951.0,13.84,11.81
0,95.33,2099.0,15.93,10.9
1,93.55,2027.0,-1.06,15.09
0,97.58,2452.0,4.48,16.6
0,94.26,1962.0,9.03,12.45
1,92.75,2294.0,3.73,17.35
0,95.75,1956.0,15.86,10.07
1,89.21,2969.0,14.8,9.95
1,97.34,2343.0,5.88,16.74
0,93.85,2192.0,11.47,15.37
1,98.19,2350.0,13.38,11.24
1,97.03,2437.0,14.35,17.94
0,92.72,2182.0,20.11,7.09
0,99.37,2463.0,15.7,9.75
1,95.72,2430.0,6.43,17.59
0,91.96,2251.0,12.01,19.93
0,97.06,2426.0,1.92,16.42
1,88.45,1836.0,15.66,9.77
0,92.67,2104.0,15.39,7.31
0,96.61,2130.0,6.85,12.96
0,93.62,2059.0,10.95,15.25
1,94.82,2260.0,14.38,12.26
0,94.2,2049.0,11.16,12.77
0,94.01,2221.0,16.47,14.98
0,95.9,2319.0,5.59,15.77
1,91.53,2002.0,14.74,4.4
0,95.53,2297.0,3.57,19.36
0,92.34,2134.0,16.63,12.19
0,92.52,2312.0,8.2,16.92
1,94.33,2429.0,8.96,18.11
0,87.64,2070.0,0.76,16.42
0,92.64,2312.0,15.85,11.07
0,91.41,2200.0,7.77,5.32
0,92.8,2235.0,11.96,15.86
1,95.62,2160.0,14.35,11.24
0,97.99,2370.0,16.35,10.9
1,89.17,2085.0,14.76,11.61
1,96.63,2272.0,8.06,16.94
0,98.76,2319.0,1.22,16.4
0,95.03,2266.0,14.0,16.14
0,96.57,2256.0,9.82,19.83
0,98.09,2249.0,7.61,16.94
1,93.41,2331.0,4.3,16.78
0,91.96,2518.0,9.75,2.84
0,95.84,2001.0,11.38,13.26
0,90.89,2372.0,7.76,19.0
0,91.82,2599.0,6.5,21.52
1,93.58,2180.0,-0.56,16.63
0,94.73,2415.0,0.28,15.9
0,95.96,2389.0,4.58,14.92
1,94.87,2418.0,9.39,17.14
0,95.14,2332.0,7.13,18.72
0,96.51,2130.0,14.21,14.9
1,94.55,2011.0,14.14,11.62
0,93.63,2113.0,15.35,9.03
0,93.65,2049.0,3.96,10.34
0,93.97,2362.0,8.22,14.13
1,95.16,2538.0,9.4,13.32
1,95.42,2241.0,7.75,18.02
0,95.75,2121.0,11.12,15.09
1,96.36,2116.0,14.15,4.47
0,93.17,2260.0,4.17,20.02
0,95.7,1990.0,6.62,15.5
1,90.83,1762.0,2.76,13.55
0,95.8,2114.0,9.65,19.59
0,95.17,1828.0,16.26,10.39
1,92.85,2262.0,-4.74,7.0
0,96.59,2462.0,6.84,19.0
0,94.47,2171.0,9.48,16.06
0,89.85,1737.0,14.77,7.87
0,90.76,2102.0,-0.81,14.77
0,92.02,2249.0,4.95,20.28
0,96.38,2344.0,1.73,18.6
1,94.46,2446.0,2.78,19.03
1,91.52,2312.0,5.88,15.73
0,90.88,1978.0,13.74,14.7
0,93.69,2282.0,3.2,19.81
0,93.39,2253.0,5.99,14.82
0,95.03,2035.0,12.44,9.45
0,94.11,2025.0,-0.1,18.5
0,91.89,1972.0,14.93,12.45
1,94.07,2058.0,10.85,15.09
0,90.39,2157.0,0.69,15.87
0,94.82,2365.0,4.55,20.51
1,94.15,2116.0,9.56,12.38
1,91.56,2081.0,5.28,17.84
0,96.18,2504.0,4.33,17.75
0,94.67,2280.0,14.26,7.02
0,93.72,2338.0,12.62,15.79
1,94.04,2216.0,1.49,16.34
0,96.19,2419.0,9.8,22.67
0,94.62,2074.0,1.14,16.12
0,91.28,2031.0,7.01,16.58
0,92.93,1877.0,9.53,13.84
0,93.26,2155.0,16.86,5.85
0,93.75,2374.0,10.96,16.69
0,94.56,2509.0,7.6,18.52
0,93.62,2191.0,12.01,13.2
0,96.53,2236.0,8.46,18.3
0,94.43,2224.0,8.76,17.35
0,93.39,2514.0,5.24,19.32
1,96.63,2406.0,11.35,15.8
0,93.45,2403.0,11.46,17.38
0,90.89,2334.0,9.63,13.36
0,95.38,2326.0,8.06,15.16
0,93.67,2378.0,5.88,17.23
0,99.95,2104.0,11.53,3.21
0,94.51,2195.0,11.16,5.2
0,93.88,2384.0,6.96,17.66
1,93.92,2047.0,16.49,2.32
0,92.83,2359.0,7.87,18.76
0,94.53,2120.0,9.36,13.79
0,94.31,2340.0,17.03,9.41
0,94.3,2439.0,12.61,16.54
0,97.26,2347.0,5.42,19.04
0,97.35,2330.0,13.16,6.67
0,95.33,2134.0,18.5,7.93
0,95.85,2554.0,7.34,11.46
0,92.78,2225.0,15.25,8.87
0,89.38,2075.0,15.65,7.92
0,93.96,2353.0,-1.35,13.27
0,97.89,2195.0,15.51,10.03
0,91.9,2042.0,10.94,13.58
1,95.16,2373.0,14.74,5.43
0,93.61,2107.0,16.7,10.09
1,91.36,1926.0,1.92,10.82
0,93.93,2031.0,14.54,13.17
0,94.61,2247.0,12.71,15.89
0,94.36,2287.0,13.1,11.9
1,98.34,2236.0,14.45,1.78
1,94.4,2179.0,7.33,16.76
0,99.12,2459.0,5.55,19.58
0,95.35,2330.0,17.45,13.89
1,94.29,2182.0,7.31,21.89
0,93.44,2271.0,15.41,13.07
1,96.18,2323.0,9.02,18.93
0,95.08,2460.0,6.78,16.38
1,92.55,2203.0,9.91,16.42
0,94.94,2190.0,11.85,15.72
0,91.95,1906.0,15.44,2.63
0,92.83,2120.0,13.2,4.54
0,94.57,2199.0,8.18,13.58
0,93.54,2140.0,7.87,19.71
1,95.12,2087.0,9.62,14.0
0,91.54,2232.0,8.2,16.46
0,96.56,2255.0,14.61,13.67
1,94.87,2443.0,3.29,12.62
1,98.28,2140.0,12.79,14.95
1,94.65,2215.0,9.66,16.51
0,92.62,2532.0,7.4,6.11
0,92.92,2140.0,8.34,13.6
0,85.19,1868.0,13.21,7.92
1,91.71,2076.0,6.9,14.32
0,97.51,2224.0,15.07,10.75
0,92.75,2367.0,-4.39,8.89
1,93.83,2208.0,16.13,11.14
0,97.57,2540.0,6.38,17.65
1,92.87,1960.0,14.7,12.17
0,95.19,2151.0,11.87,5.63
1,89.88,2288.0,6.44,4.91
0,96.45,2398.0,5.12,18.82
0,94.59,2415.0,-0.1,15.78
1,96.35,2175.0,15.52,8.91
1,92.87,2129.0,10.6,13.88
0,92.22,2452.0,9.61,14.98
0,93.34,2427.0,11.37,11.74
1,89.63,2234.0,22.83,7.92
0,95.18,2289.0,7.83,15.97
0,95.7,2446.0,4.56,19.89
0,91.95,2050.0,12.99,12.25
1,95.05,2379.0,10.82,17.84
0,97.32,2253.0,14.98,14.33
0,95.39,2228.0,13.98,15.34
0,96.45,2202.0,15.33,9.3
0,94.44,1985.0,18.26,9.22
1,95.07,2246.0,15.6,5.03
0,92.26,1929.0,17.82,9.83
1,91.76,2451.0,4.38,19.47
0,93.48,2235.0,2.84,20.45
1,92.38,2253.0,12.18,14.63
0,95.48,2180.0,11.14,16.9
0,96.69,2188.0,3.02,19.46
0,96.71,2334.0,5.14,17.91
0,96.41,2309.0,12.47,14.43
0,95.15,2047.0,5.12,9.66
0,93.39,2107.0,13.19,12.18
1,97.96,2078.0,16.07,2.03
1,96.63,2330.0,15.93,11.34
1,94.7,2483.0,-1.36,16.97
1,96.38,2226.0,8.32,13.66
0,95.88,2337.0,4.0,14.58
1,92.73,1983.0,16.2,7.24
1,96.82,2139.0,13.28,10.51
1,83.92,1758.0,15.53,12.2
1,93.11,2348.0,13.58,17.81
0,93.62,2047.0,12.48,13.73
0,94.53,2057.0,4.17,17.05
0,91.84,2076.0,12.44,9.28
0,93.36,2107.0,3.94,14.09
1,93.75,2492.0,-2.9,6.97
0,95.26,1908.0,7.51,11.4
0,97.53,2429.0,7.62,13.34
1,90.75,2070.0,8.29,18.01
0,98.0,2691.0,1.83,18.74
0,94.94,2020.0,5.44,16.58
1,91.34,2144.0,5.17,13.54
0,92.79,2267.0,5.44,13.16
1,92.45,2205.0,7.99,18.75
0,98.75,2040.0,10.46,9.69
0,94.25,2395.0,11.66,10.65
0,95.56,2089.0,10.66,16.65
1,96.89,2170.0,7.65,13.06
0,97.16,2044.0,19.16,2.94
0,96.01,2356.0,13.21,11.53
0,94.48,1999.0,11.42,12.39
0,91.03,2185.0,6.25,11.07
0,91.47,2186.0,2.43,15.88
0,98.23,2335.0,8.88,19.15
0,94.72,2165.0,4.94,17.69
0,96.02,2158.0,6.13,16.02
1,91.98,2511.0,2.43,17.07
